id,area_id,score,created_at,updated_at
00536572-e6a0-482e-a59c-ec2f803fbb89,c713f609-e209-4df6-b668-36a2f727183f,3,2025-04-14 08:06:20.481,2025-04-14 08:06:20.481
00850e16-95e2-479b-a188-a2638feefcd3,fe6c48ad-8480-4a51-94eb-2bcb9dc5398f,3,2025-04-14 08:06:16.99,2025-04-14 08:06:16.99
012ab47e-b3fc-40b3-b3da-3399910d9471,e40475e5-9232-4529-aa9b-c879fca8a3f7,3,2025-04-14 08:06:17.283,2025-04-14 08:06:17.283
044d9a2d-5f9f-49a1-9fde-60709134669a,5c9a4e64-e29a-4e94-a55c-707956704cfe,3,2025-04-14 08:06:19.264,2025-04-14 08:06:19.264
052927b0-7600-42d1-af77-f75405e8d4bf,c0420ecd-5f3b-498b-8c50-faa2d16c98e3,3,2025-04-14 08:06:19.871,2025-04-14 08:06:19.871
0750c4af-8980-40ce-9832-d887a1aefd98,566f6812-4588-47c5-a655-5725fb24212f,3,2025-04-14 08:06:16.011,2025-04-14 08:06:16.011
079f243e-22a2-41a1-befb-ba5a71b190b5,dc9c7b47-1334-47e5-8e08-999e59762399,1,2025-04-14 08:06:18.765,2025-04-14 08:06:18.765
095b41c7-3ecb-4067-b9b9-d2c5d829c91e,8a50a81c-9956-44c4-836e-30f1bf7bf142,3,2025-04-14 08:06:18.133,2025-04-14 08:06:18.133
0989e36f-6a17-4309-8f8f-7f48bb77d6d2,7686e74f-443f-4e6d-a2d2-93ebc12a0dcb,3,2025-04-14 08:06:20.312,2025-04-14 08:06:20.312
0a948aee-f90e-49bf-a441-8e7937ef7125,ec4decb6-f21c-4f16-8abb-2a05ab8779c2,3,2025-04-14 08:06:16.011,2025-04-14 08:06:16.011
0b588c38-5476-4bd8-af28-5ce9a8b7c179,49f7e1c2-5c64-4230-bf50-e8de274d43be,3,2025-04-14 08:06:17.856,2025-04-14 08:06:17.856
0bccf30f-3d57-43b1-a3a5-18f496b83c21,5ebd3a3b-33fd-40c0-bb41-a918f8512e08,3,2025-04-14 08:06:16.753,2025-04-14 08:06:16.753
0c21b3b9-7f51-49a1-96ae-f539bf9a0b37,63343f55-1ec3-4c27-8b2a-769ef8ee9d1c,3,2025-04-14 08:06:18.765,2025-04-14 08:06:18.765
0c3a95e2-de76-4cd6-af81-60d2567636a0,2f0ac757-87c0-4202-9ea7-30df2d3de994,3,2025-04-14 08:06:18.338,2025-04-14 08:06:18.338
0e0d691e-8207-4bd9-947b-be2df676314b,9bd4fbeb-865c-4507-ab73-0ae2729c9030,3,2025-04-14 08:06:18.765,2025-04-14 08:06:18.765
0e80017a-2380-4c28-8a9f-e8f24f8f12c8,e6e9fba3-97c2-453b-a509-66e4ac0f34a7,3,2025-04-14 08:06:18.511,2025-04-14 08:06:18.511
0ef64a94-ea34-4346-8134-e70337b195ee,fd19ce22-14b8-46d9-9a14-1820cd0e9ecf,3,2025-04-14 08:06:19.22,2025-04-14 08:06:19.22
0f1ff64f-ea00-46d0-82a4-1f6569a93598,b2d263b2-6b10-4746-8f96-7a7876b44db0,3,2025-04-14 08:06:18.511,2025-04-14 08:06:18.511
11ffc758-caf5-4806-b517-e93ccfaa7384,910d40cb-72fe-4605-90f8-87a78b8b1885,2,2025-04-14 08:06:16.021,2025-04-14 08:06:16.021
14b7ad08-e327-460b-9224-9b9a08b99c64,c1781897-7143-4e5b-9bfa-4570d53aff44,3,2025-04-14 08:06:20.058,2025-04-14 08:06:20.058
155ed5fa-89ca-4480-ba18-e28f08a8f6f6,24975bbc-ed11-422a-ad07-924b80e42c4e,3,2025-04-14 08:06:17.375,2025-04-14 08:06:17.375
15a777d7-fbc8-4c0b-a54c-560518e652ca,8ab09d47-0937-43f8-afbe-31ccf7d45142,3,2025-04-14 08:06:16.207,2025-04-14 08:06:16.207
1622215c-a6dd-495e-a546-99a8aab587b0,6671cc18-2c81-410c-94cf-f4cd4be728e3,3,2025-04-14 08:06:16.747,2025-04-14 08:06:16.747
186458ca-1a94-4089-b332-8fe45a7f7ff0,a605fd7b-6263-4555-a7ca-68486f7dfdd3,3,2025-04-14 08:06:20.425,2025-04-14 08:06:20.425
1875bbea-ba00-4525-9fdf-13760af90d4e,f1576c25-affa-4d65-9357-836d62b3bdfa,3,2025-04-14 08:06:19.263,2025-04-14 08:06:19.263
19223f60-c2b8-4350-907f-0be4aeab0ae8,9448cec0-c704-4d33-8653-20fd9bc0d45b,3,2025-04-14 08:06:16.402,2025-04-14 08:06:16.402
1959f38b-5dca-4531-bdef-d2850a46082f,01cbc708-0bfd-4c64-8456-5998639ecf0b,3,2025-04-14 08:06:19.854,2025-04-14 08:06:19.854
19ac80a3-06cb-4fdf-b7e7-f2b893669b9f,57b3140e-29c1-4373-8772-8defeba17731,3,2025-04-14 08:06:19.641,2025-04-14 08:06:19.641
19c4274b-5179-4323-bb50-7d2b250f7a14,1391bd7a-270d-4b0c-90db-2ea620895f0a,3,2025-04-14 08:06:20.159,2025-04-14 08:06:20.159
1a0c20b2-bf0e-412c-a74a-08861403a6ba,1f68aca9-311d-4b92-9242-449ee14f874a,3,2025-04-14 08:06:16.55,2025-04-14 08:06:16.55
1a96de66-451d-4869-bf20-2d60c6a26b60,16a13f19-dc59-44a4-b0e4-9caac4af5941,3,2025-04-14 08:06:19.854,2025-04-14 08:06:19.854
1b9307ba-1897-4432-a3ec-97bcd4c0720e,bb6d5570-5f2b-49bf-a7f9-d6c1022a59e3,3,2025-04-14 08:06:17.243,2025-04-14 08:06:17.243
1ccfdab3-742a-4aba-b0be-e973a35ee619,6f75bd04-d081-4796-88f4-08f7ba4501ca,2,2025-04-14 08:06:16.021,2025-04-14 08:06:16.021
1f684d08-ee92-49b0-9e5b-b43fef9cdefa,0bf59d23-87f3-4223-89b6-5b967aacc38a,3,2025-04-14 08:06:16.439,2025-04-14 08:06:16.439
210ca5a8-ff70-4f9a-81c2-ae4147a80a9c,2f05eb9c-8b3b-4bec-b98e-ebb191fc2924,3,2025-04-14 08:06:16.747,2025-04-14 08:06:16.747
2178dd9d-c980-426d-9e20-7b37d15af07f,3ca5334f-51a8-49d1-b5ac-0c29f901463e,3,2025-04-14 08:06:18.651,2025-04-14 08:06:18.651
21e0e748-d8ae-48e3-ba6d-4988d87aaaf8,d92e1b8e-59b4-4435-acbf-f4abcfdb0746,3,2025-04-14 08:06:19.55,2025-04-14 08:06:19.55
22c17a29-1673-426d-b745-36db6e0826dc,0bcb56b7-d523-485c-9215-5f43bf1c7b2a,3,2025-04-14 08:06:18.174,2025-04-14 08:06:18.174
232515f4-8412-4748-9d1b-c5411043b58f,28b3c482-2bb9-4295-9b1a-4b26be0d59cb,3,2025-04-14 08:06:18.436,2025-04-14 08:06:18.436
2470bcaf-3071-43dc-afb8-281c22e85636,95538b2b-a3a0-49ad-ac2f-b418cf91218a,3,2025-04-14 08:06:16.903,2025-04-14 08:06:16.903
27255b1f-1cc8-4d18-abff-7094c1104389,8cea4e4e-791b-4e81-826f-bbbaefaf5464,3,2025-04-14 08:06:19.216,2025-04-14 08:06:19.216
273d58cc-8396-45f1-adcb-0eedc014bc12,bb63432c-f6c1-4109-a28f-9706d96a6a0f,3,2025-04-14 08:06:18.436,2025-04-14 08:06:18.436
27af5f51-5a6c-4feb-b5e5-79b6a795e326,835db7e2-2344-4ad6-a414-82465214b863,3,2025-04-14 08:06:20.359,2025-04-14 08:06:20.359
280a981a-2f53-459d-afca-04141c4405a2,31df8b41-2356-41ef-a526-15dce74ddcfd,3,2025-04-14 08:06:18.483,2025-04-14 08:06:18.483
2992641b-8aea-4754-b136-3b9472f2702b,f085d90b-320c-4986-a98b-c32412b6ee4c,3,2025-04-14 08:06:20.537,2025-04-14 08:06:20.537
2c3aea0e-b13d-4e0c-9d67-fcadcdb81251,9fd0e09b-c979-4c66-925c-3992f314446c,3,2025-04-14 08:06:19.844,2025-04-14 08:06:19.844
2cc20c90-d6dd-4ddd-939c-5e7354429772,12b56930-5ea5-4f52-b66e-5030cce443c3,3,2025-04-14 08:06:18.511,2025-04-14 08:06:18.511
2d3c5caa-a461-4574-ac38-b48e03ec2c20,b18ab5be-fab4-469d-92fb-9a1b17b645db,3,2025-04-14 08:06:20.48,2025-04-14 08:06:20.48
2ec54b40-1225-4d54-b360-33c816078ba3,a0a07dc6-2f2f-41db-bf50-3dccc848ad3f,3,2025-04-14 08:06:18.338,2025-04-14 08:06:18.338
2edbc363-84a5-4719-ad11-79e48f112551,71e4c624-faa4-4de7-8645-e11803cd87d4,3,2025-04-14 08:06:17.042,2025-04-14 08:06:17.042
2f0a3762-ba04-4e19-a247-3fb7f794c46d,2858c8e6-7874-4560-ad01-508c1e73cf2f,3,2025-04-14 08:06:20.277,2025-04-14 08:06:20.277
30e5b4ae-c1e4-46af-90fe-f035b087fa7e,7f5ebfca-aeae-404f-8060-e41147c7e5bd,3,2025-04-14 08:06:16.495,2025-04-14 08:06:16.495
31d37259-0563-4411-a054-dfa70c965dd2,339b30fb-70a1-454e-810f-f04d481a218f,3,2025-04-14 08:06:19.651,2025-04-14 08:06:19.651
3353083a-8a7e-40ab-b07f-41d3f5935501,95064eb2-7c9d-4791-b55b-b6e146acceb1,3,2025-04-14 08:06:20.537,2025-04-14 08:06:20.537
336c266b-0033-45f8-a087-9f52cf49afa0,8622dd74-f4e7-4c2c-941d-56c2b161324f,3,2025-04-14 08:06:18.413,2025-04-14 08:06:18.413
34ad6c85-87df-4357-b98b-9415bc1814f6,2a985e49-97d6-47de-bcc9-7e65b78172bb,3,2025-04-14 08:06:17.262,2025-04-14 08:06:17.262
371bd4d0-cc3e-42e8-9e36-2b24803c62cf,9ec1da13-37ec-4851-945c-2bbc9f242d4a,3,2025-04-14 08:06:18.651,2025-04-14 08:06:18.651
37497929-f099-4d66-86f6-1e8751782729,c688944a-1d25-469c-a0f5-8dd2d829f9e7,3,2025-04-14 08:06:20.312,2025-04-14 08:06:20.312
38d8c933-dd98-4783-892b-e9b8560bb850,c5bd4bdc-9f45-4548-9692-a631284f9f68,3,2025-04-14 08:06:18.436,2025-04-14 08:06:18.436
38e1048c-b134-44ea-adb5-a504bea832e7,47d34008-a078-4163-805a-3d6da946bb78,3,2025-04-14 08:06:19.086,2025-04-14 08:06:19.086
395e02fd-d124-41c6-8ef1-8e83150c6d05,273cbd2d-a0a9-41b2-8a0b-89ce00cd6c0a,3,2025-04-14 08:06:16.856,2025-04-14 08:06:16.856
3b2bf68e-bca2-4035-a707-4213183e9f6d,10c70165-9909-4a6c-8510-8c279afbcb05,3,2025-04-14 08:06:18.765,2025-04-14 08:06:18.765
3bcc5082-e230-46bc-badb-d9977d7f0f5d,66f8d2f5-3e7b-465d-98d8-d78fe4cf0770,3,2025-04-14 08:06:17.124,2025-04-14 08:06:17.124
3c0f71bc-a13a-4c56-bc3e-c9e076b09d35,8960f52e-b54e-44e2-a993-0aa68d1b9f86,3,2025-04-14 08:06:19.538,2025-04-14 08:06:19.538
4085f446-4f04-4bb7-819e-a33eb9268a3e,a77cf959-dab8-45a5-b95c-b4c66ac4234e,3,2025-04-14 08:06:18.436,2025-04-14 08:06:18.436
41662fd9-d095-4ae6-875b-850786a8d5ec,b2993d17-1840-47ec-89d9-f341c0c3a711,3,2025-04-14 08:06:20.058,2025-04-14 08:06:20.058
41c38362-5c11-4838-acfe-b6da927bfb6f,614143c5-ba34-46ba-8485-846a98d6505f,3,2025-04-14 08:06:16.309,2025-04-14 08:06:16.309
431bb111-19ae-4df8-90c4-71c1cdcbeded,f7089b64-aee5-44b7-95fd-d2ab91503573,3,2025-04-14 08:06:17.61,2025-04-14 08:06:17.61
44355045-1170-4ea8-add6-ac4786b2f9be,a60f6fdd-13ee-43fe-8a6f-1a7c54ffec30,3,2025-04-14 08:06:18.765,2025-04-14 08:06:18.765
44491df6-4048-4719-a1e6-34892bccbf7c,553e1f70-12d5-4bf4-9243-593df4a676f3,3,2025-04-14 08:06:18.269,2025-04-14 08:06:18.269
45e07a4b-09f3-4ee3-a44c-b052f46d0a51,b485049b-1be6-4f50-818f-9c7c4234b345,3,2025-04-14 08:06:20.277,2025-04-14 08:06:20.277
4625e0b2-7fc3-4d5c-89ef-d6a3a46c12b4,1e15794d-00c3-44ae-8c9d-c823e6da0ac6,3,2025-04-14 08:06:20.481,2025-04-14 08:06:20.481
47410457-41d4-4d25-8ba5-96a4249ffc0f,f0500a11-49a4-41d8-bf51-1ac5faf2ae29,3,2025-04-14 08:06:20.277,2025-04-14 08:06:20.277
47a37ba5-63a8-4f47-b57a-7474757db2ac,83bb6061-89cc-4e68-a8b7-ca3dbebde8d0,3,2025-04-14 08:06:17.74,2025-04-14 08:06:17.74
486799a3-3141-4eb8-a7f9-879908b598a9,22e922ed-65dd-4a4f-b113-bb58c1d791cf,3,2025-04-14 08:06:18.506,2025-04-14 08:06:18.506
48ccdc62-9b9e-4286-be34-f199a4b480e0,00bff6da-1fcb-4af1-9695-1c8c4f76f52f,3,2025-04-14 08:06:16.021,2025-04-14 08:06:16.021
4a2fd194-cbe1-4e1e-94f0-fa425aa49283,3a0ca833-198f-4f19-883c-72cec8789ad4,3,2025-04-14 08:06:18.338,2025-04-14 08:06:18.338
4a3d4414-fcbd-43a9-b5f7-03fab0853730,de894d89-0d68-46c4-9abe-bf4cafdc440b,3,2025-04-14 08:06:19.603,2025-04-14 08:06:19.603
4bad4d47-3829-43b8-b5c6-b70ebb11388e,ea773b07-61e3-4531-a2dc-76aab0216486,3,2025-04-14 08:06:17.914,2025-04-14 08:06:17.914
4cd12101-781a-48fe-89c4-327ef6aeb33c,ced293cb-420d-4c4a-af83-1ab2c8e00962,2,2025-04-14 08:06:19.642,2025-04-14 08:06:19.642
4f26b95d-d783-46fa-8566-341cb1dab8fb,047efdf3-24e5-42c7-b31e-3d9e572dc406,3,2025-04-14 08:06:17.59,2025-04-14 08:06:17.59
4f443e1f-9967-43b9-9f61-3265d96dc37a,8676ad12-f5ff-4ee1-be91-62b2321a7491,3,2025-04-14 08:06:19.263,2025-04-14 08:06:19.263
4ff587db-9b42-4a97-8e83-2fe6d307bdcf,0b74a40b-6557-40a1-8469-bb7411bc9fed,3,2025-04-14 08:06:20.445,2025-04-14 08:06:20.445
50f10425-bacd-40be-b035-3dea0722fcc0,095457de-c17f-4caa-a469-9b227e1c43b3,3,2025-04-14 08:06:20.359,2025-04-14 08:06:20.359
512edc2c-def5-458c-a356-dc1856346e4f,b341a61b-aae3-4d0b-aac8-ebba31f9f848,3,2025-04-14 08:06:20.312,2025-04-14 08:06:20.312
5208857e-d9ce-4e4d-b44c-0107312e728d,acc20c01-b074-4756-bc5d-dc88b44bfaba,3,2025-04-14 08:06:18.507,2025-04-14 08:06:18.507
531a590e-574f-4532-a481-2c53f306bf17,fb7f5805-8334-48ea-a38d-5ee9a0b23c76,3,2025-04-14 08:06:16.011,2025-04-14 08:06:16.011
5460d56f-ad85-467c-9490-d0d119c3d3bf,ecd7652d-d0db-41b5-936d-774256208ec6,3,2025-04-14 08:06:16.011,2025-04-14 08:06:16.011
5519c87e-0d46-4744-a47b-0bdb84f412c0,c95a04f4-b72c-4ca3-89f4-e453491b79b1,3,2025-04-14 08:06:19.993,2025-04-14 08:06:19.993
566fb89c-7f2e-4970-b76a-4c2687ed6162,2279b648-08fb-4971-a2ae-e8ddb725d8fe,3,2025-04-14 08:06:17.946,2025-04-14 08:06:17.946
573b3879-c805-424f-85fa-3afbd2d71ec1,94c0c150-8183-4664-9710-efe9f6ef2374,3,2025-04-14 08:06:20.445,2025-04-14 08:06:20.445
581604d2-1b40-4b30-bec7-a3ee22477ccd,bca8bae8-5bd8-45c3-be4a-600cf7b26429,3,2025-04-14 08:06:15.701,2025-04-14 08:06:15.701
59f4303c-cdf2-413f-8098-c590b6e60b25,f3faa5d3-e4c7-4d08-961e-d1c541ec02aa,3,2025-04-14 08:06:18.338,2025-04-14 08:06:18.338
5c355ce6-10ff-455b-bcf3-3aca0be53e6c,f707d05e-1a1d-4905-8391-15e5d4f51620,3,2025-04-14 08:06:17.59,2025-04-14 08:06:17.59
5c7069e4-29d1-4a16-b830-aa74bef0d4ba,1d34ef91-0215-45c4-9dcb-3ba9d7ddf212,3,2025-04-14 08:06:18.803,2025-04-14 08:06:18.803
5c8b5d57-6f24-4e02-92f6-db93518ba1b1,0964a087-713a-4608-b2b5-ed7bcbd69f92,3,2025-04-14 08:06:18.133,2025-04-14 08:06:18.133
5d6ce2a8-93eb-47c7-9b80-27763e3ae647,53afab15-bd10-4e44-ad86-9b46a31294ef,2,2025-04-14 08:06:18.699,2025-04-14 08:06:18.699
5f426901-493b-4629-b958-6ec08e041d7e,c1817738-7fe9-409e-a122-f34ffbb820a8,3,2025-04-14 08:06:19.641,2025-04-14 08:06:19.641
60886e5e-831a-4996-b1b3-57b989121bdb,83f545f8-beff-4999-a972-ca76fa0b1593,3,2025-04-14 08:06:16.99,2025-04-14 08:06:16.99
60af6b56-d30f-4a9b-84e2-bc9935ea7709,ae877cd0-2f7b-4e74-900e-ee1289522bee,3,2025-04-14 08:06:17.836,2025-04-14 08:06:17.836
6109dacb-64e1-41a5-adb1-b80241dfc9b2,ebaabb9d-476e-404d-b327-6d2e52512a10,3,2025-04-14 08:06:20.058,2025-04-14 08:06:20.058
623327c2-0ba4-49e8-afe1-4dc22de3ed58,77961121-ee68-4b1e-a4c1-462601b23e7e,3,2025-04-14 08:06:17.635,2025-04-14 08:06:17.635
62ef98af-daee-4286-8632-10b7035fce50,bc1ef0aa-352f-459e-bddb-78676529b71a,3,2025-04-14 08:06:17.377,2025-04-14 08:06:17.377
642dd417-f062-44a1-8318-687954053242,264ab409-92e8-4e08-a400-cae9904fe33b,3,2025-04-14 08:06:16.495,2025-04-14 08:06:16.495
648a8a99-6fca-4fb9-a4fa-e02fa235cddf,5dc6abfa-c962-4af7-81ab-d116762777af,3,2025-04-14 08:06:19.844,2025-04-14 08:06:19.844
669a82b3-0b24-4dff-bf53-dac23a7647fd,73745669-d7d6-4b9d-94b5-33b9065c1cb9,3,2025-04-14 08:06:19.844,2025-04-14 08:06:19.844
66eb01f8-df91-4689-b1a8-9a0f8676971c,3dc416d0-f0ba-41e5-97a9-4375c48077cd,3,2025-04-14 08:06:19.216,2025-04-14 08:06:19.216
6723efd5-f97d-48bc-a5ee-7ffa1bc6fe41,d6d4dd8d-ba6f-4343-a54d-68208089b9dd,3,2025-04-14 08:06:17.914,2025-04-14 08:06:17.914
67746116-f7c2-4b90-9a91-25d357873388,86694896-9d6f-4d91-bfcc-07859a9f783e,3,2025-04-14 08:06:17.61,2025-04-14 08:06:17.61
691a4f09-2bb4-43bb-a1f9-216ce4feea3b,126cd586-3448-405a-b559-2c12171483e6,3,2025-04-14 08:06:17.262,2025-04-14 08:06:17.262
6988b0d3-de6d-4404-8a8b-b9791b801441,ed91b90b-89a3-4901-a98a-fba87fbcf6af,3,2025-04-14 08:06:19.854,2025-04-14 08:06:19.854
69d0aba3-978a-4331-a00b-a093f4801cd3,ffb76d22-b4e7-4f16-bc29-d92c72a790fe,3,2025-04-14 08:06:18.225,2025-04-14 08:06:18.225
69d5ba2f-5d3a-44d4-9a50-07f5fb91b682,45a33122-5164-4211-9cc8-72dc7a366d1d,3,2025-04-14 08:06:20.311,2025-04-14 08:06:20.311
6a68dce7-9c1d-4d51-8429-14f768f14307,6b5abc5e-40db-4d68-b0a4-9a6fb6d08551,3,2025-04-14 08:06:19.085,2025-04-14 08:06:19.085
6d466038-700c-43b8-9bdf-df1794981592,9c5e08ed-22f7-4823-9d78-6ea8747ad03f,3,2025-04-14 08:06:17.188,2025-04-14 08:06:17.188
6f57d60a-6b30-4153-8cef-fb561c4727ab,1962f5ed-b001-4afd-9220-fb4b0f68736d,3,2025-04-14 08:06:16.221,2025-04-14 08:06:16.221
6fc8910e-4d18-47e4-882c-533121db0c4f,032280af-999c-43dc-97c4-0d9acb310386,3,2025-04-14 08:06:16.309,2025-04-14 08:06:16.309
72bd761e-fb5a-4ff4-ada4-75ab8e952b0d,1cb7ddf0-2068-4216-a8d4-4592daa45a5d,3,2025-04-14 08:06:16.699,2025-04-14 08:06:16.699
731cf1db-0e12-4fc1-b848-b6232a66b2ad,c059d88a-0984-4679-a2d6-16854e223332,3,2025-04-14 08:06:18.803,2025-04-14 08:06:18.803
739b4f2f-08ac-4b84-bff6-f1984adc21f0,56ac0870-d6d5-4d96-aab8-041bae199708,2,2025-04-14 08:06:17.952,2025-04-14 08:06:17.952
73e8cdee-8586-488b-9712-7703913e2760,695d6e33-6228-4eef-9b88-01b85e39d73d,3,2025-04-14 08:06:20.059,2025-04-14 08:06:20.059
73f26b25-9c24-4647-a871-90768126609d,7404ecf3-7244-4e40-bc59-0237d1636b03,3,2025-04-14 08:06:20.058,2025-04-14 08:06:20.058
75212afb-ce8d-440d-befd-4847ff2c673a,f467ec27-03a0-4349-a914-50ed740a99d4,3,2025-04-14 08:06:17.879,2025-04-14 08:06:17.879
790c714b-8800-46ab-85ae-2b0b8a86bbf7,16202ec5-fa06-47a1-baa2-b689ce74446c,3,2025-04-14 08:06:18.225,2025-04-14 08:06:18.225
798cb72f-015b-474b-8663-ff6e0acb0189,b1f71d27-6ad1-4ba0-bbcd-7f7e16515d4e,3,2025-04-14 08:06:17.319,2025-04-14 08:06:17.319
7a62e1f6-0292-4f31-a2f0-7a874bfae794,2b8ada03-8dc6-4bff-afe2-18727166547c,3,2025-04-14 08:06:18.098,2025-04-14 08:06:18.098
7c5d786e-b919-4f44-aac8-f9b417dbb3d6,48a1b032-1b91-4148-b2d0-af93d494fcfa,3,2025-04-14 08:06:18.436,2025-04-14 08:06:18.436
7c759ab8-4f91-4fd7-b27f-43cd32f78bd5,25dc2664-5976-4e6b-b4fb-3c0885100f5f,3,2025-04-14 08:06:17.992,2025-04-14 08:06:17.992
7f492219-4aa2-4513-b0f5-45c36b42e19b,7ff4e83a-a4f0-4356-82f9-d45b0907968f,3,2025-04-14 08:06:16.439,2025-04-14 08:06:16.439
7f9e55d3-e85c-4737-b9ee-48869ee5f719,8c659baa-d3ba-497d-8b03-64793dd73dd7,3,2025-04-14 08:06:16.571,2025-04-14 08:06:16.571
